pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
6422,205,77,77103,185340,31310,NA,W,1491,137,NA,2,2,5,3,1,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,1446,2,1,2,NA,NA,NA,CHICAGO,60612,888,0.06193693693693693,0.8986486486486487,0,0.03941441441441441,0,14000,Chicago,0,0,1,0,0,0,CATHER,MARSHALL HS,6.913,17143,FALSE,FALSE,TRUE
6423,202,71,71070,153380,50000,NA,O,3125,93,NA,1,1,4,2,2,3,1,5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,950,2,1,1,3,NA,NA,CHICAGO,60641,3090,0.29449838187702265,0.00679611650485436,0.04692556634304207,0.6352750809061488,0.03009708737864077,14000,Chicago,0,0,1,0,0,0,SCAMMON,SCHURZ HS,6.915,62250,FALSE,TRUE,TRUE
6424,203,72,72330,53520,23870,NA,O,4340,99,NA,1,1,5,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,1140,2,1,1,3,NA,1,CHICAGO,60628,2720,0,0.9955882352941176,0,0.00441176470588235,0,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",HARLAN HS,6.908,39787,FALSE,TRUE,TRUE
6425,211,77,77150,299150,91570,NA,W,3213,121,2,1,1,10,4,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2024,2,2,2,3,NA,1,CHICAGO,60618,4392,0.34266848816029144,0.00819672131147541,0.03346994535519126,0.5760473588342441,0.07923497267759563,14000,Chicago,0,0,6,1,0,0,LOGANDALE,SCHURZ HS,6.915,64569,FALSE,TRUE,TRUE
6426,204,71,71022,341640,54720,AV,W,3420,80,NA,2,1,8,4,1,1,1,2,1,1,1,2,2,2,2,2,2,3,1,2,2,0,1985,2,1,5,1,NA,NA,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,0,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,TRUE
6427,234,12,12072,86500,31350,NA,W,6600,42,NA,3,1,7,3,3,1,1,5,2,1,3,2,0,2,NA,2,2,3,2,1,2,0,1308,2,1,4,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
6428,205,25,25132,356910,92610,AV,W,7560,69,NA,2,1,8,4,1,3,1,5,2,1,3,2,1,NA,NA,2,2,1,2,1,2,0,2184,2,1,2,NA,NA,NA,NORTHBROOK,60062,4687,0.8344356731384681,0.0061873266481758,0.11179859184979732,0.03050992105824621,0.03072327714956262,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,109821,FALSE,TRUE,TRUE
6429,203,16,16062,150480,58170,NA,W,11635,58,NA,3,1,5,3,1,1,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1009,2,1,1,3,NA,NA,ROLLING MEADOWS,60008,7228,0.36303265080243496,0.09075816270060874,0.12174875484228002,0.4059214167127837,0.02545655783065855,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.923,54572,FALSE,TRUE,TRUE
6430,205,22,22180,145770,40620,NA,T,6250,96,NA,1,1,7,4,1,1,2,2,2,0,1,3,0,NA,NA,2,2,7,NA,NA,NA,0,1500,2,1,2,3,NA,1,DES PLAINES,60016,4798,0.5996248436848687,0.01750729470612755,0.13005418924551895,0.2528136723634848,0,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,48151,FALSE,FALSE,TRUE
6431,202,72,72194,118990,35430,NA,W,4725,64,NA,2,1,4,2,1,3,1,2,1,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,888,2,1,1,NA,NA,NA,CHICAGO,60652,6389,0.1774925653466896,0.11958052903427768,0.01314759743308812,0.6850837376741274,0.00735639380184692,14000,Chicago,0,0,1,0,0,0,STEVENSON,BOGAN HS,6.949,67765,FALSE,FALSE,TRUE
6432,234,72,72092,123810,19500,NA,W,3000,45,NA,3,5,6,4,3,1,1,2,2,0,3,1,1,NA,NA,2,2,4,1,2,2,0,969,2,1,4,NA,NA,NA,CHICAGO,60609,1482,0.2388663967611336,0.5661268556005398,0.06747638326585695,0.12348178137651822,0.00809716599190283,14000,Chicago,0,0,5,1,0,0,DEWEY,TILDEN HS,6.89,34375,FALSE,TRUE,TRUE
6433,295,77,77080,40990,22490,NA,W,1730,64,NA,2,2,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1058,2,1,2,NA,NA,NA,CHICAGO,60644,2922,0.04791238877481177,0.9264202600958248,0.0027378507871321,0.02292950034223135,0,14000,Chicago,0,0,1,0,0,0,LELAND,MANLEY HS,6.89,32051,FALSE,FALSE,FALSE
6434,202,70,70210,61850,23590,NA,W,3630,107,NA,1,1,7,4,1,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,840,2,1,1,3,NA,1,CHICAGO,60628,4355,0.00206659012629161,0.9795637198622272,0.00619977037887485,0.00734787600459242,0.00964408725602755,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",CORLISS HS,6.908,45273,FALSE,TRUE,TRUE
6435,202,13,13120,1640,54810,NA,W,27406,68,NA,1,1,4,2,2,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,800,2,1,1,NA,NA,NA,MARKHAM,60428,5406,0.08916019237883832,0.732519422863485,0.01590825009248982,0.1505734369219386,0.02367739548649648,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,25.301,42417,FALSE,TRUE,TRUE
6436,202,72,72200,92290,30240,NA,W,3780,70,NA,2,1,4,2,1,1,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,858,2,1,1,3,NA,NA,CHICAGO,60629,6851,0.04057801780761932,0.40023354254853305,5.838563713326521e-4,0.530871405634214,0.05181725295577288,14000,Chicago,0,0,1,0,0,0,TARKINGTON,BOGAN HS,6.934,54425,FALSE,TRUE,TRUE
6437,234,29,29070,221440,41330,NA,W,8266,62,NA,3,1,7,3,3,1,1,5,2,0,3,2,0,NA,NA,2,2,1,2,1,2,0,1254,2,1,4,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
6438,211,15,15020,133660,29130,AV,W,3150,112,2,2,2,8,4,1,1,2,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1704,2,2,2,NA,NA,1,CICERO,60804,3376,0.03584123222748815,0.02577014218009478,0,0.9369075829383886,0.00296208530805687,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,48233,FALSE,TRUE,TRUE
6439,207,38,38080,240540,58520,NA,W,9364,60,NA,3,1,7,4,1,3,1,5,2,0,3,1,1,1,2,2,2,3,1,1,2,0,1956,2,1,2,NA,NA,NA,MOUNT PROSPECT,60056,6479,0.7612285846581263,0.03225806451612903,0.08396357462571384,0.11529557030405926,0.01003241240932242,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.385,102045,FALSE,TRUE,TRUE
6440,278,25,25102,270130,96420,NA,O,8206,2,NA,1,1,8,4,1,3,1,5,1,0,3,3,0,2,2,2,2,3,1,1,1,0,3056,2,1,2,NA,NA,NA,GLENVIEW,60025,5278,0.6282682834406972,0.00227358848048503,0.3164077302008336,0.04490337248957939,0.0162940507768094,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.144,84022,FALSE,TRUE,TRUE
6441,234,37,37150,107000,34840,NA,W,7336,53,NA,3,1,7,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,2,1,2,0,1301,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,2838,0.14799154334038056,0.8146582100070472,0,0.03171247357293869,0.01127554615926709,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,63750,FALSE,TRUE,TRUE
6442,234,72,72120,65610,19340,FR,W,2976,47,NA,2,1,6,3,3,1,1,5,2,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,969,2,1,4,NA,NA,NA,CHICAGO,60636,1050,0.00476190476190476,0.938095238095238,0,0.05333333333333334,0.00761904761904761,14000,Chicago,0,0,1,0,0,0,EARLE,HARPER HS,6.89,23021,FALSE,FALSE,TRUE
6443,202,72,72030,85950,42440,NA,W,4244,99,NA,1,1,5,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,713,2,1,1,3,NA,NA,CHICAGO,60629,7784,0.1885919835560123,0.03147482014388489,0,0.7781346351490236,0.00179856115107913,14000,Chicago,0,0,1,0,0,0,PASTEUR,HANCOCK HS,6.934,54667,FALSE,TRUE,TRUE
6444,203,72,72200,111100,40000,AV,W,5000,68,NA,2,1,6,3,1,1,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1526,2,1,5,1,NA,1,CHICAGO,60629,6851,0.04057801780761932,0.40023354254853305,5.838563713326521e-4,0.530871405634214,0.05181725295577288,14000,Chicago,0,0,1,0,0,0,TARKINGTON,BOGAN HS,6.934,54425,FALSE,TRUE,TRUE
6445,202,31,31032,115470,29480,NA,W,5360,95,NA,4,1,5,2,1,1,1,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,857,2,1,1,3,NA,NA,BELLWOOD,60104,3294,0.06041287188828172,0.7292046144505161,0,0.14996964177292046,0.08955676988463873,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,63141,FALSE,TRUE,TRUE
6446,295,38,38013,127260,10810,NA,O,1880,50,NA,2,1,5,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1160,2,1,2,NA,NA,NA,WHEELING,60090,7433,0.3905556302973227,0.01843131979012511,0.18242970536795372,0.40669985201130093,0.00376698506659491,81087,Wheeling,0,0,1,0,0,1,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,59258,FALSE,FALSE,TRUE
6447,202,31,31160,193560,48750,NA,W,7500,65,NA,2,1,5,2,1,3,1,5,1,0,3,1,1,2,2,2,2,2,1,2,2,0,945,2,1,1,NA,NA,NA,BROOKFIELD,60513,5502,0.8009814612868048,0.01035986913849509,0.02998909487459105,0.1395856052344602,0.03816793893129771,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,TRUE
6448,206,21,21012,724450,83650,VG,T,9560,83,NA,1,1,11,5,1,3,1,5,1,1,1,2,2,2,2,2,2,3,1,1,1,15,3489,2,1,2,1,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911048,0.01398852223816355,0.00914634146341463,0.05523672883787661,0.03586800573888091,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,162765,FALSE,TRUE,TRUE
6449,203,31,31080,158590,27180,NA,W,7250,66,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1151,2,1,1,NA,NA,NA,BERKELEY,60163,5327,0.31124460296602213,0.28177210437394407,0.0321006194856392,0.358550779050122,0.02459170264689318,05404,Berkeley,0,0,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,14.535,60857,FALSE,TRUE,TRUE
6450,202,37,37162,79800,34160,NA,W,9760,67,NA,1,1,5,2,2,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,960,2,1,1,NA,NA,1,HOMEWOOD,60430,3910,0.429156010230179,0.46342710997442454,0.01278772378516624,0.08618925831202046,0.01687979539641944,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,17.218,46713,FALSE,TRUE,TRUE
6451,203,71,71140,271180,55240,NA,W,3810,69,NA,2,1,5,3,1,3,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1500,2,1,5,1,NA,NA,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
6452,202,77,77141,117950,73430,NA,W,3125,130,NA,1,1,4,2,1,1,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,884,2,1,1,NA,NA,1,CHICAGO,60608,3960,0.17727272727272728,0.05353535353535353,0.0154040404040404,0.7368686868686869,0.03383838383838384,14000,Chicago,0,0,1,0,0,0,RUIZ,JUAREZ HS,6.89,50039,FALSE,TRUE,TRUE
6453,234,37,37092,109420,30930,NA,W,6875,61,NA,2,1,6,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1550,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.10700785111951149,0.8517010758941552,0.00261703983716196,0.03867403314917127,0,70850,South Holland,0,0,3,1,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,67319,FALSE,TRUE,TRUE
6454,212,76,76030,369700,92400,NA,T,2100,105,3,2,2,5,2,3,3,2,5,2,0,1,3,1,2,2,2,2,2,1,2,2,0,4875,2,2,3,3,NA,NA,CHICAGO,60616,7072,0.04920814479638009,0.03676470588235294,0.8864536199095022,0.02531108597285068,0.00452488687782805,14000,Chicago,0,0,1,0,0,1,HAINES,PHILLIPS HS,6.95,30676,FALSE,TRUE,TRUE
6455,207,35,35011,178240,43750,NA,W,8750,52,NA,1,1,6,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,1,1,0,1435,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60169,3227,0.6780291292221878,0,0.15990083669042454,0.12240471025720484,0.07499225286643942,35411,Hoffman Estates,0,0,1,0,0,1,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,76959,FALSE,TRUE,TRUE
6456,204,70,70030,131630,45310,NA,W,3625,93,NA,2,1,8,5,1,1,2,5,2,0,1,1,1,2,2,2,2,1,1,2,2,0,2337,2,1,5,1,NA,NA,CHICAGO,60619,2901,0,0.9755256807997242,0,0.0031023784901758,0.02137194071009996,14000,Chicago,0,0,1,0,0,0,RUGGLES,HIRSCH HS,6.88386464826358,32935,FALSE,TRUE,TRUE
6457,203,39,39211,89480,76830,NA,T,15366,59,NA,3,1,7,3,4,3,1,5,2,0,3,1,1,NA,NA,2,2,1,3,1,2,0,1236,2,1,1,NA,NA,NA,CRESTWOOD,60418,6296,0.9027954256670904,0.02636594663278272,0.02445997458703939,0.04606099110546378,3.176620076238882e-4,17497,Crestwood,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,11.639,63017,FALSE,TRUE,TRUE
6458,202,32,32190,46190,18300,NA,W,6100,51,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,878,2,1,1,NA,NA,NA,RICHTON PARK,60471,5161,0.11858167021894982,0.8337531486146096,0.00368145708196086,0.04223987599302461,0.00348769618291028,63706,Richton Park,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,18.063,44595,FALSE,TRUE,TRUE
6459,206,72,72221,162650,34720,NA,T,5342,102,NA,2,5,8,6,1,1,2,5,2,1,2,3,2,NA,NA,2,2,3,2,2,2,0,3286,2,1,2,3,NA,2,CHICAGO,60620,2778,0.00143988480921526,0.9946004319654428,0,0.00395968322534197,0,14000,Chicago,0,0,1,0,0,0,COOK,HIRSCH HS,6.873317191283292,19660,FALSE,TRUE,TRUE
6460,202,72,72130,30810,26250,NA,O,3500,96,NA,1,6,5,2,1,1,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,872,2,1,1,3,NA,NA,CHICAGO,60636,1263,0,0.980997624703088,0,0.01900237529691211,0,14000,Chicago,0,0,4,0,0,0,LANGFORD,HOPE HS,6.873317191283292,22219,FALSE,TRUE,TRUE
6461,295,29,29022,188060,12670,NA,W,2304,40,NA,1,1,8,4,1,1,1,5,1,1,3,2,1,2,2,2,2,1,1,1,2,0,1704,2,1,2,NA,NA,NA,PALATINE,60074,7375,0.6627796610169492,0.02725423728813559,0.11877966101694916,0.15213559322033898,0.07471186440677965,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,67773,FALSE,TRUE,TRUE
6462,203,73,73012,260660,131250,NA,W,3125,82,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,1141,2,1,1,NA,NA,NA,CHICAGO,60640,3879,0.6901263212168085,0.05207527713328177,0.04614591389533384,0.18381026037638568,0.05155968032998195,14000,Chicago,0,0,1,0,0,0,CHAPPELL,AMUNDSEN HS,6.89,85368,FALSE,TRUE,TRUE
6463,211,71,71082,247350,85750,NA,W,3898,100,2,2,2,10,4,1,1,2,5,2,0,3,2,1,NA,NA,2,2,3,1,2,2,0,2320,2,2,2,NA,NA,NA,CHICAGO,60618,3782,0.2398202009518773,0.00449497620306716,0.04309888947646748,0.6901110523532522,0.0449497620306716,14000,Chicago,0,0,6,1,0,0,BATEMAN,ROOSEVELT HS,6.901516611295682,57400,FALSE,TRUE,TRUE
6464,278,38,38032,389190,63800,NA,W,10209,57,NA,3,1,9,6,1,3,1,5,2,1,3,2,1,2,2,2,2,3,2,1,2,0,2855,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,5739,0.960446070744032,0.00958355114131381,0.02247778358599059,0.00278794215020038,0.00940930475692629,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,105114,FALSE,TRUE,TRUE
6465,203,31,31020,149370,28920,NA,W,5259,66,NA,3,1,5,3,1,3,1,5,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1017,2,1,1,NA,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,19.016,61484,FALSE,TRUE,TRUE
6466,203,13,13180,108460,76480,AV,W,25494,66,NA,1,1,6,3,2,3,1,5,2,1,3,1,0,2,NA,2,2,3,1,1,2,82,1411,2,1,1,NA,NA,2,TINLEY PARK,60477,4291,0.7848986250291308,0.02097413190398508,0.0393847587974831,0.1412258214868329,0.01841062689349801,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,61774,FALSE,TRUE,TRUE
6467,206,17,17120,496900,71640,NA,W,4776,66,NA,3,1,9,4,1,1,1,5,1,2,3,2,0,2,NA,2,2,3,2,2,2,0,2346,2,1,2,NA,NA,NA,EVANSTON,60201,4175,0.8941317365269461,0.00455089820359281,0.03688622754491018,0.04263473053892215,0.03880239520958083,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,141250,FALSE,TRUE,TRUE
6468,234,37,37181,115900,26060,NA,O,6950,35,NA,3,1,5,3,3,1,1,5,2,1,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1217,2,1,4,NA,NA,NA,LANSING,60438,4141,0.3487080415358609,0.5032600821057716,0,0.11374064235691862,0.06858246800289786,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,53343,FALSE,FALSE,TRUE
6469,203,36,36041,124080,57050,NA,T,10374,55,NA,3,1,5,3,2,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,1,2,0,1366,2,1,1,NA,NA,NA,BURBANK,60459,5085,0.7058013765978368,0.0344149459193707,0.01986234021632251,0.22281219272369715,0.03421828908554572,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,57148,FALSE,TRUE,TRUE
6470,203,37,37121,36510,16580,NA,W,6030,53,NA,1,1,5,2,1,1,1,5,1,0,3,2,0,2,2,2,2,1,1,2,2,0,1088,2,1,1,NA,NA,NA,MARKHAM,60428,3361,0.00922344540315382,0.9818506396905684,0,0.00535554894376673,0.00357036596251115,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,29.158,37500,FALSE,TRUE,TRUE
6471,234,21,21161,188360,71050,GD,W,10150,47,NA,1,1,4,2,3,1,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1033,2,1,4,NA,NA,NA,WILLOW SPRINGS,60480,7653,0.773030184241474,0.00849340128054357,0.05370442963543708,0.13354240167254672,0.05880047040376323,82049,Willow Springs,0,1,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,8.305,106317,FALSE,FALSE,TRUE
6472,204,39,39030,181380,45950,NA,T,7353,32,NA,3,1,6,3,3,3,1,5,2,1,3,2,1,2,NA,2,2,3,2,1,2,0,1927,2,1,1,NA,NA,NA,OAK LAWN,60453,3798,0.7659294365455502,0.03264876250658241,0.00842548709847288,0.16245392311743023,0.03765139547130068,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,63973,FALSE,TRUE,TRUE
6473,295,70,70020,659640,77040,NA,W,1926,54,NA,2,1,7,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,7,NA,NA,NA,0,2163,2,1,2,NA,NA,NA,CHICAGO,60637,1551,0.6163765312701482,0.0980012894906512,0.18504190844616375,0.04706640876853642,0.10573823339780788,14000,Chicago,0,0,4,1,0,0,RAY,KENWOOD HS,6.88386464826358,84605,FALSE,FALSE,TRUE
6474,203,13,13130,147110,40670,NA,W,10169,54,NA,3,1,7,3,3,1,1,5,1,1,3,1,1,NA,NA,2,2,3,1,1,2,0,1200,2,1,1,NA,NA,NA,OAK FOREST,60452,6512,0.7668918918918919,0.02733415233415233,0.07248157248157248,0.1332923832923833,0,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,13.813,80365,FALSE,TRUE,TRUE
6475,207,32,32330,114420,51830,NA,W,9874,22,NA,1,1,8,3,1,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1875,2,1,2,NA,NA,NA,MATTESON,60443,6900,0.06971014492753623,0.8339130434782609,0.02405797101449275,0.04985507246376811,0.04492753623188406,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.749,85750,FALSE,TRUE,TRUE
6476,205,72,72070,88460,31870,NA,W,3750,79,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1292,2,1,2,NA,NA,NA,CHICAGO,60629,7111,0.03332864576009,0.02981296582759105,0,0.9368583884123188,0,14000,Chicago,0,0,1,0,0,0,CARSON,GAGE PARK HS,6.934,45046,FALSE,TRUE,TRUE
6477,203,35,35020,176730,36590,AV,W,8611,64,NA,1,1,7,4,2,3,1,2,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1463,2,1,1,NA,NA,1,HOFFMAN ESTATES,60169,3351,0.5431214562817069,0.03431811399582214,0.24679200238734705,0.135183527305282,0.08116980005968367,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,85040,FALSE,TRUE,TRUE
6478,205,11,11040,192890,51170,NA,W,4760,82,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1446,2,1,2,NA,NA,NA,BERWYN,60402,3593,0.34734205399387696,0.01502922349011967,0.0520456443083774,0.5763985527414417,0.01836905093236849,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,69167,FALSE,TRUE,TRUE
6479,211,77,77115,85930,47000,NA,W,4000,114,2,2,1,8,4,1,3,1,5,2,0,1,2,0,2,2,2,2,1,1,2,2,0,1748,2,2,2,3,NA,NA,CHICAGO,60623,3943,0.03068729393862541,2.53613999492772e-4,0,0.9690590920618818,0,14000,Chicago,0,0,6,0,0,0,ORTIZ DE DOMINGUEZ,FARRAGUT HS,6.89,29773,FALSE,TRUE,TRUE
6480,211,73,73084,93820,200000,NA,W,3125,127,2,2,1,8,4,1,1,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2176,2,2,2,NA,NA,1,CHICAGO,60613,1379,0.8803480783176215,0.03045685279187817,0.05583756345177665,0.0290065264684554,0.00870195794053662,14000,Chicago,0,0,1,0,0,0,BLAINE,LAKE VIEW HS,6.89,107500,FALSE,FALSE,TRUE
6481,211,72,72030,191660,37800,NA,W,3780,62,2,2,1,8,4,1,1,2,5,2,0,3,2,0,2,2,2,2,3,2,2,2,0,2474,2,2,2,NA,NA,NA,CHICAGO,60629,7211,0.20635140757176537,0,0,0.7936485924282346,0,14000,Chicago,0,0,1,0,0,0,AZUELA,HUBBARD HS,6.934,48678,FALSE,TRUE,TRUE
6482,202,31,31092,235750,28750,NA,W,5000,101,NA,2,1,5,2,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,984,2,1,1,3,NA,NA,FOREST PARK,60130,6035,0.5367025683512842,0.2311516155758078,0.11068765534382768,0.0916321458160729,0.05733222866611433,26935,Forest Park,0,0,1,0,0,0,SCHOOL DISTRICT 91,PROVISO TOWNSHIP HIGH SCHOOL 209,12.075,59485,FALSE,TRUE,TRUE
